Name,Description
Beauty Mark - Variegated Mid-season Tomato,"This variety, developed by Tom Wagner, offers medium-sized, variegated fruit. Their fragrant flesh reveals citrus notes. They can vary in color, shape and flavor.
                                    These products may also be of interest to you

            
            
                Black From Tula - Black Mid-season Tomato
            
        
            
            
                Sosulka Chernaya - Black Mid-season Tomato
            
        
            
            
                Black Roma - Black Mid-season Tomato
            
        
            
            
                Stump Of The World - Pink Late Tomato"
Blue Streaks - Indigo Mid-season Tomato,"This variety offers red-striped fruits that turn indigo in the sun thanks to their anthocyanins, powerful antioxidants. Their flavor is highly appreciated.
                                    These products may also be of interest to you

            
            
                Orange Strawberry - Orange Mid-season Tomato
            
        
            
            
                Green Zebra - Green Mid-season Tomato
            
        
            
            
                Caspian Pink - Pink Mid-season Tomato
            
        
            
            
                Azure - Red Mid-season Tomato"
Cote d'Zebra - Variegated Mid-season Tomato,"This variety offers large ""Green Zebra""-type fruits with orange flesh.
It is a recent variety developed by Tom Wagner. It was selected from crosses of ""Green Zebra"", ""Turk's Turban"" and ""Sundrop"".
                                    These products may also be of interest to you

            
            
                Livingston's Main Crop Pink - Pink Mid-season Tomato
            
        
            
            
                Halfmoon China - White Mid-season Tomato
            
        
            
            
                Bedouin - Black Mid-season Tomato
            
        
            
            
                Black And Brown Boar - Variegated Mid-season Tomato"
Early Sue - Variegated Mid-season Tomato,"This variety offers round, dark-red fruit with orange streaks. Very low susceptibility to mildew.
                                    These products may also be of interest to you

            
            
                Tangerine - Orange Mid-season Tomato
            
        
            
            
                Andean - Tomato
            
        
            
            
                Emerald Apple - Green Mid-season Tomato
            
        
            
            
                Pink Berkeley Tie Dye - Variegated Mid-season Tomato"
Green Zebra Arizona Hawai Strain - Green Mid-season Tomato,"This vigorous variety, bred by Tom Wagner and descended from ""Green Zebra"", produces numerous round, green fruits streaked with lighter shades. They have emerald-green flesh and a sweet, rich flavor.
                                    These products may also be of interest to you

            
            
                Bonny Best - Red Mid-season Tomato
            
        
            
            
                Oxheart Akers - Red Late Tomato
            
        
            
            
                Boar's Hoof - Pink Mid-season Tomato
            
        
            
            
                Rostova Oxheart - Red Mid-season Tomato"
Pastel Sleeves - Variegated Mid-season Tomato,"This variety offers elongated or sometimes bell-shaped fruits. They weigh from 100 to 150 g. The skin is variegated with red, yellow, orange and green. The flesh is completely green.
This is a recent variety - developed by Tom Wagner - which can display a wide range of colors, shapes and flavors.
                                    These products may also be of interest to you

            
            
                Orange Queen - Orange Early Tomato
            
        
            
            
                Redfield Beauty - Pink Mid-season Tomato
            
        
            
            
                Cherokee Green - Green Mid-season Tomato
            
        
            
            
                Blonde Boar - White Mid-season Tomato"
Pomehana Apple - Variegated Mid-season Tomato,"This variety produces an abundance of small, heart-shaped fruits, weighing from 60 to 180 g, with orange-yellow flesh streaked with pink. They reveal a deliciously fragrant, fruity flavor.

Developed by Tom Wagner, from ""Green Grape"" and ""Hawaiian Pineapple"", it can be varied in color, shape and flavor.
                                    These products may also be of interest to you

            
            
                Bonny Best - Red Mid-season Tomato
            
        
            
            
                Ivory Egg - Yellow Mid-season Tomato
            
        
            
            
                Cherokee Green - Green Mid-season Tomato
            
        
            
            
                Yellow Furry Boar - Variegated Mid-season Tomato"
Primary Colors - Indigo Mid-season Tomato,"This recent variety, developed by Tom Wagner, offers fruits weighing from 60 to 120 g, with colors ranging from yellow to indigo and sometimes with a silky peach skin. The juicy flesh also comes in a variety of colors.

This variety was selected from crosses between the ""Green Zebra"" variety and indigo varieties.
                                    These products may also be of interest to you

            
            
                Roman Candle - Yellow Mid-season Tomato
            
        
            
            
                Aurora - Red Early Tomato
            
        
            
            
                Green Sausage - Green Mid-season Tomato
            
        
            
            
                Imur Prior Beta - Red Early Tomato"
Wild Fred - Red Mid-season Tomato,"This compact variety offers an abundance of red fruit weighing 200-250g. It is the result of a cross between ""Carbon"" and ""New Big Dwarf"" carried out in 2006 by Bruce Bradshaw and named ""Sleazy"" at the time.

This variety has benefited from the ""Cross Hemisphere Dwarf Project on Tomatoville"", a collective effort to create dwarf but very tasty varieties.
                                    These products may also be of interest to you

            
            
                Reine des Hâtives - Red Early Tomato
            
        
            
            
                Napoli Ischia - Red Mid-season Tomato
            
        
            
            
                Small Pineapple - Variegated Mid-season Tomato
            
        
            
            
                Russian 117 Oxheart - Red Late Tomato"
Boar's Hoof - Pink Mid-season Tomato,"This vigorous-growing variety, with leaves around 15 cm long, produces plum- or pear-shaped, pink-red, sometimes purple fruit with a fresh flavor.
                                    These products may also be of interest to you

            
            
                King Humbert - Red Mid-season Tomato
            
        
            
            
                Black Pear - Black Mid-season Tomato
            
        
            
            
                Grandma Mary's Paste - Red Early Tomato
            
        
            
            
                Livingston's Main Crop Pink - Pink Mid-season Tomato"
Black Roma - Black Mid-season Tomato,"During the summer, this variety produces an abundance of dark red/mahogany/black fruits weighing around 90 g, with firm, non-juicy flesh. The fruits keep well and tend to detach easily. The plant can reach a height of two meters.
This is a variety proposed by Lee Goodwin in New Mexico.
                                    These products may also be of interest to you

            
            
                Gem State - Red Early Tomato
            
        
            
            
                Mexican - Red Mid-season Tomato
            
        
            
            
                Peach Blow Sutton - Pink Mid-season Tomato
            
        
            
            
                Friendship - Orange Early Tomato"
Bedouin - Black Mid-season Tomato,"This vigorous variety, even in cool climates, produces reddish-black, pear-shaped fruits weighing 120 to 180 g. It can reach a height of almost 2 metres, and its foliage is reminiscent of potatoes.
This black tomato variety originated in Russia and was introduced around 2008 by one of the Swedish members of the Seed Savers Exchange, Ake Truedsson.
                                    These products may also be of interest to you

            
            
                Casaque Rouge - Red Mid-season Tomato
            
        
            
            
                Cuban Black - Black Mid-season Tomato
            
        
            
            
                Imur Prior Beta - Red Early Tomato
            
        
            
            
                Jl Midnight Select - Indigo Mid-season Tomato"
Sleeping Lady - Black Mid-season Tomato,"This vigorous variety, with its compact habit and rather frail foliage, produces clusters of 4 to 6 round, slightly flattened, black-tinged mahogany-red fruits weighing 120 to 180 g. Their dense, juicy flesh offers a balanced flavor.

Originally the result of a cross between ""Budai Torpe"" and ""Black from Tula"", it was then the subject of a collective varietal follow-up, from 2006 to 2011, during the Cross Hemisphere Dwarf Project.
                                    These products may also be of interest to you

            
            
                Red Siberian - Red Mid-season Tomato
            
        
            
            
                Micado Violettor - Pink Mid-season Tomato
            
        
            
            
                Redfield Beauty - Pink Mid-season Tomato
            
        
            
            
                Jl Midnight Select - Indigo Mid-season Tomato"
Royal Purple - Black Mid-season Tomato,"This vigorous, productive variety produces large, black fruits with dark green veins at the collar, weighing from 250 to over 500g. Their deep red flesh reveals an excellent, rich, complex flavor.
This new variety, offered by Lee Goodwin in New Mexico, is the result of a cross with Cherokee Purple. 
                                    These products may also be of interest to you

            
            
                Rose de Berne - Pink Mid-season Tomato
            
        
            
            
                Polish Linguisa - Red Mid-season Tomato
            
        
            
            
                Super Snow White - White Mid-season Tomato
            
        
            
            
                Michael Pollan - Green Mid-season Tomato"
Fioletovyi Kruglyi - Black Mid-season Tomato,"This Russian variety, with its grayish foliage, produces clusters of 6 violet-black, round, thin-skinned fruits that keep well. Their juicy flesh, with green mucilage, has a rich fragrance.
                                    These products may also be of interest to you

            
            
                Roma Paste - Tomato
            
        
            
            
                Opalka - Red Mid-season Tomato
            
        
            
            
                Slovenian Black - Black Mid-season Tomato
            
        
            
            
                Blue Beauty - Indigo Mid-season Tomato"
Absinthe - Green Mid-season Tomato,"This variety offers magnificent marbled green fruits, tinged with pink when ripe, of the ""beef-flesh"" type, weighing 300 to 450 g. Their dense, absinthe-green flesh reveals excellent flavor.
Selected by Alan Bishop, it is a cross between the ""Emeraude"", ""Aunt Ruby's German Green"" and ""Brandywine"" varieties.
                                    These products may also be of interest to you

            
            
                June Pink - Pink Mid-season Tomato
            
        
            
            
                Budai Torpe - Red Early Tomato
            
        
            
            
                Anawine - Variegated Mid-season Tomato
            
        
            
            
                Black And Brown Boar - Variegated Mid-season Tomato"
Jl Midnight Select - Indigo Mid-season Tomato,"This highly productive variety offers numerous clusters of 6 small fruits, intense indigo blue, sometimes with a hint of green, very rich in anthocyanins, powerful antioxidants. They contain dense flesh with good flavor.
This is a recent variety created by Lee Goodwin of J&L Gardens, New Mexico. It is related to ""Bosque Blue Bumblebee"", but with smaller fruit.
This variety is not as dependent on direct sunlight for its coloring as other indigo tomato varieties.
                                    These products may also be of interest to you

            
            
                Délice d'Or - Yellow Early Tomato
            
        
            
            
                Pruden's Purple - Pink Mid-season Tomato
            
        
            
            
                Black Aisberg - Black Mid-season Tomato
            
        
            
            
                1884 - Pink Mid-season Tomato"
Bosque Blue - Tomato,"The Bosque Blue indigo blue tomato is a variety offering an abundance of 60-90 g fruits that turn indigo thanks to the presence of anthocyanins, powerful antioxidants. Their fresh flavor is highly appreciated, with a hint of vanilla.

Characteristics of the Bosque Blue indigo tomato

The Bosque Blue indigo tomato, Solanum lycopersicum, is a new variety developed after 5 years of breeding by Lee Goodwin in New Mexico. It is the result of a cross between the ""Blue"" tomato from the University of Oregon and the ""Amy's Sugar Gem"" variety. This mid-season plant of indeterminate growth offers a multitude of round fruits weighing 60 to 90 g, whose dark blue-purple color reveals the presence of anthocyanins, powerful antioxidants. Lee Goodwin evokes a vanilla flavor for his first indigo tomato variety.

Bosque Blue indigo tomato seedlings

Blue tomato seedlings can be sown from the end of February under glass until April, in pots or honeycombed trays, under a very bright shelter and at a temperature of between 16 and 20°C.


	Bury seeds 5-7 mm deep in potting soil;
	Water the seedlings, but do not over-water;
	Grow tomatoes indoors under a light source or in a nursery;
	Transplant into pots when the tomato reaches the stage of 2 to 4 true leaves. Bury the stem up to the two cotyledons to encourage root development and keep the plants protected from the cold;
	For 4 to 7 days before planting, take the tomato plants outside during the day to acclimatize them to outdoor conditions;
	As soon as the tomatoes are strong, transplant the whole clod into the vegetable garden, in full sun, after the last frosts. Plants destined for greenhouses can be planted when the indoor temperature no longer falls below 10°C;
	Maintain a minimum distance of 50 cm between plants, burying the stem up to the first leaves;
	Water tomatoes abundantly when planting in the vegetable garden.


We recommend planting companion plants such as tagetes or basil between tomatoes to repel pests.

How often should I water my tomato plants?

To avoid fungal diseases such as mildew and blossom end necrosis, follow these tips:


	Water tomato plants regularly, but not excessively;
	Water at the end of the day, when the sun's rays are no longer to be feared;
	Avoid wetting tomato leaves and flowers by watering at the foot of the plant;
	Mulch the soil to conserve moisture;
	Use organic preventive treatments: nettle purin, comfrey, etc.


Is it necessary to prune tomato plants?

This blue tomato has an indeterminate growth habit. The stem will continue to elongate, forming numerous lateral branches, all of which produce flowers.

Pruning is not recommended. Pruning can cause open wounds to the plants and encourage the spread of disease. For staking, these bulky plants can be kept in cages or on ladders.

When to harvest the Bosque Blue indigo tomato?

This mid-season variety is harvested from July to October. This crop offers an abundance of fruit per plant in one season. Highly appreciated for its antioxidant power and mild vanilla flavor, this dark blue-purple cocktail tomato can be eaten raw or cooked, as an aperitif, in salads or baked to accompany meat and fish dishes.
                                    These products may also be of interest to you

            
            
                Early Siberian - Red Early Tomato
            
        
            
            
                Golden Sunray - Yellow Late Tomato
            
        
            
            
                Peach Blow Sutton - Pink Mid-season Tomato
            
        
            
            
                Jasper Violet - Tomato"
Black Shadow - Indigo Mid-season Tomato,"This variety produces beautiful gold and red tomatoes, tinted indigo in the sun due to the action of anthocyanins, powerful antioxidants. The juicy fruits, weighing between 100 and 200g, are picked when the neck turns black.
This is a new indigo variety, the result of several years' breeding by Lee Goodwin in New Mexico.  
                                    These products may also be of interest to you

            
            
                Speckled Roman - Variegated Mid-season Tomato
            
        
            
            
                German Red Strawberry - Red Late Tomato
            
        
            
            
                Moravsky Div - Red Early Tomato
            
        
            
            
                Pineapple with Potato Leaves - Variegated Late Tomato"
Moravsky Div - Red Early Tomato,"This early, highly productive variety produces round, bright-red, thin-skinned fruits weighing 40-60 g. They have good flavor and are perfect for summer salads. They have good flavor and are perfect for summer salads.
                                    These products may also be of interest to you

            
            
                Corrogo - Red Early Tomato
            
        
            
            
                Striped Cavern - Variegated Mid-season Tomato
            
        
            
            
                Tangerine - Orange Mid-season Tomato
            
        
            
            
                Mix with large fruits - Mixed Colours Tomato"
Rostova Oxheart - Red Mid-season Tomato,"This variety offers ""beef heart"" red fruits weighing 350 to 500 g. Their flavor is highly appreciated.
This variety originated in southern Russia, in the Rostov region, and was introduced in 1999 by Nik Peplenov. It was renamed ""Sunset's Red Horizon"" by Gary Ibsen.
                                    These products may also be of interest to you

            
            
                Kotlas - Red Early Tomato
            
        
            
            
                Ponderosa Red - Red Late Tomato
            
        
            
            
                Budai Torpe - Red Early Tomato
            
        
            
            
                Green Zebra Arizona Hawai Strain - Green Mid-season Tomato"
Esmeralda Golosina - Green Mid-season Tomato,"This vigorous, hardy variety produces large, green fruits with a complex, sweet, rich flavor. Plants reach 1.50 m in height.
It's a new variety bred by Lee Goodwin in New Mexico.
                                    These products may also be of interest to you

            
            
                Lime Green - Green Mid-season Tomato
            
        
            
            
                Stupice - Red Early Tomato
            
        
            
            
                Delicious by Burpee - Red Mid-season Tomato
            
        
            
            
                Triomphe de Liège - Red Mid-season Tomato"
Kolb - Pink Mid-season Tomato,"This old variety produces ""beef-fleshed"" fruit weighing up to 500 g. Mild flavor.
                                    These products may also be of interest to you

            
            
                Ropreco Paste - Red Mid-season Tomato
            
        
            
            
                High Country - Red Early Tomato
            
        
            
            
                Solar Flare - Variegated Mid-season Tomato
            
        
            
            
                Jl Midnight Select - Indigo Mid-season Tomato"
Stump Of The World - Pink Late Tomato,"This old variety has beautiful pink ""beef-flesh"" fruits, rounded, slightly flattened and ribbed. They can weigh up to 500 g and their dense flesh, containing very few seeds, has a sweet flavor.
                                    These products may also be of interest to you

            
            
                Cherokee Purple - Black Mid-season Tomato
            
        
            
            
                Oxheart. Sweet Heart - Pink Late Tomato
            
        
            
            
                Moldovan Green - Green Mid-season Tomato
            
        
            
            
                Liberty Bell - Red Mid-season Tomato"
Anawine - Variegated Mid-season Tomato,"This variety produces very large pineapple-like fruits, yellow with red markings. Some fruits weigh up to a kilo. The flesh is very firm, yellow with red stripes, resembling pineapple flesh. Fruits are not sensitive to bursting.
This variety, the result of a mutation in the CART Aubrecay garden, has been selected by Didier Meunier for many years to produce very large pineapple fruits that do not burst. This mutation is probably the result of spontaneous hybridization between ""Red Brandywine"" and ""Ananas"".
                                    These products may also be of interest to you

            
            
                Livingston's Magnus - Pink Late Tomato
            
        
            
            
                Market Miracle - Red Early Tomato
            
        
            
            
                White Tomesol - White Mid-season Tomato
            
        
            
            
                Yellow Furry Boar - Variegated Mid-season Tomato"
Emily's Circle - Red Mid-season Tomato,"This variety, bred by Tom Wagner, offers beautiful, round, ""beef-flesh"" type fruits, dark red with green tints. The flesh has a very good, sweet flavor.
                                    These products may also be of interest to you

            
            
                Orange Strawberry - Orange Mid-season Tomato
            
        
            
            
                Orange Oxheart  - Orange Mid-season Tomato
            
        
            
            
                Santiam - Red Early Tomato
            
        
            
            
                Mortgage Lifter - Pink Late Tomato"
Robecq Zebra - Green Mid-season Tomato,"This variety has round, mottled ""Green Zebra""-type fruits, but with more yellow coloring. They weigh from 80 to 120 g.

This is a new obtention from Tom Wagner.
                                    These products may also be of interest to you

            
            
                White Queen - White Mid-season Tomato
            
        
            
            
                Kootenai - Red Mid-season Tomato
            
        
            
            
                Sosulka Chernaya - Black Mid-season Tomato
            
        
            
            
                Russian 117 Oxheart - Red Late Tomato"
Skyreacher - Variegated Mid-season Tomato,"This variety, developed by Tom Wagner, has clusters of 3 to 5 small ""Red Zebra"" type fruits, dark red with yellow stripes, weighing 40 to 60 g. They reveal a flavor of excellent gustatory quality.

Offered to the public before complete stabilization, it may still show variations in shape.
                                    These products may also be of interest to you

            
            
                Perestroika - Red Early Tomato
            
        
            
            
                Green Pineapple - Green Late Tomato
            
        
            
            
                Blue Beauty - Indigo Mid-season Tomato
            
        
            
            
                Rostova Oxheart - Red Mid-season Tomato"
Blue Dawg - Indigo Mid-season Tomato,"This vigorous variety, with dense foliage, produces an abundance of 60-90 g fruits with intense red flesh. They turn indigo in the sun thanks to their anthocyanins, powerful antioxidants.
                                    These products may also be of interest to you

            
            
                Api Rouge - Red Mid-season Tomato
            
        
            
            
                Crimean Black - Tomato
            
        
            
            
                Oxheart Hungarian - Pink Late Tomato
            
        
            
            
                Aussie - Red Mid-season Tomato"
Buigh Annane - Orange Mid-season Tomato,"This variety, developed by Tom Wagner, produces firm, round orange fruits weighing from 100 to 120 g. The flesh is sweet and juicy.
                                    These products may also be of interest to you

            
            
                Black Plum - Black Mid-season Tomato
            
        
            
            
                Dorothy Green - Green Mid-season Tomato
            
        
            
            
                Charlie Green - Green Mid-season Tomato
            
        
            
            
                White Potato Leaf - White Mid-season Tomato"
Greener Zebra - Green Mid-season Tomato,"This variety, a recent obtention from Tom Wagner, produces very intense green ""Green Zebra""-type fruit, but with darker, rougher foliage and more compact growth.
                                    These products may also be of interest to you

            
            
                Black Sea Man - Black Mid-season Tomato
            
        
            
            
                White Potato Leaf - White Mid-season Tomato
            
        
            
            
                Japanese Oxheart - Pink Late Tomato
            
        
            
            
                Mexican - Red Mid-season Tomato"
Grevys Green Zebra - Green Mid-season Tomato,"This productive ""Green Zebra"" variety offers larger fruits on more developed plants than the classic variety. The flavor is highly appreciated.
It's a brand-new obtention from Tom Wagner.
                                    These products may also be of interest to you

            
            
                Tonnelet - Variegated Mid-season Tomato
            
        
            
            
                Anthrax - Black Mid-season Tomato
            
        
            
            
                Costoluto Fiorentino - Red Mid-season Tomato
            
        
            
            
                Pink Furry Boar - Variegated Mid-season Tomato"
Small Pineapple - Variegated Mid-season Tomato,"This variety offers small, round fruits, weighing 40 to 70 g, with skin and flesh in a beautiful monochrome of yellow and red with a pink veil. Their juicy flesh reveals a delicious, sweet, fruity flavor.
This is a brand-new release from Tom Wagner.
                                    These products may also be of interest to you

            
            
                Yellow Belgium - Orange Mid-season Tomato
            
        
            
            
                Mexican - Red Mid-season Tomato
            
        
            
            
                Alicante - Red Mid-season Tomato
            
        
            
            
                Blue Streaks - Indigo Mid-season Tomato"
Green Ghabbana - Green Mid-season Tomato,"This variety, developed by Tom Wagner, offers beautiful, round, slightly flattened ""beef-flesh"" type fruit, green with orange stripes and delicious flavor.
                                    These products may also be of interest to you

            
            
                Tonnelet - Variegated Mid-season Tomato
            
        
            
            
                Rose de Berne - Pink Mid-season Tomato
            
        
            
            
                Paragon - Red Mid-season Tomato
            
        
            
            
                Pomehana Apple - Variegated Mid-season Tomato"
Gloire de Malines - Red Mid-season Tomato,"This old variety has good vigour and produces round fruit with firm, delicately flavoured flesh.
                                    These products may also be of interest to you

            
            
                Early Siberian - Red Early Tomato
            
        
            
            
                Cream Sausage - White Mid-season Tomato
            
        
            
            
                Calabash Red - Red Mid-season Tomato
            
        
            
            
                Solar Flare - Variegated Mid-season Tomato"
Rouge de Namur - Red Mid-season Tomato,"This old variety produces round ""Marmande""-type fruits weighing around 200 g. They are red in color.
                                    These products may also be of interest to you

            
            
                Aunt Mary's Paste - Red Early Tomato
            
        
            
            
                Kaki Coing - Orange Mid-season Tomato
            
        
            
            
                Japanese Black Trifele - Black Late Tomato
            
        
            
            
                Esmeralda Golosina - Green Mid-season Tomato"
Étoile Blanche d’Anvers - White Mid-season Tomato,"This old variety, native to northern Europe, produces bunches of 4 to 5 creamy-white, swollen, flattened fruits, weighing around 100g. They contain juicy, sweet-tasting flesh.
                                    These products may also be of interest to you

            
            
                Lime Green - Green Mid-season Tomato
            
        
            
            
                Orange Queen - Orange Early Tomato
            
        
            
            
                Orange Oxheart  - Orange Mid-season Tomato
            
        
            
            
                Sleeping Lady - Black Mid-season Tomato"
Cherokee Green - Green Mid-season Tomato,"This variety, considered by some to be the best green tomato, produces ribbed, green fruits mottled with yellow when ripe, with a thin skin. The flesh is juicy and relatively thick, with excellent flavor.
                                    These products may also be of interest to you

            
            
                White Wonder - White Mid-season Tomato
            
        
            
            
                Glacier - Red Early Tomato
            
        
            
            
                Oregon Spring - Red Early Tomato
            
        
            
            
                Valencia - Orange Mid-season Tomato"
Black Beauty - Indigo Mid-season Tomato,"This variety produces fruit tinted dark indigo by the sun's action of anthocyanins, powerful antioxidants. They weigh from 150 to 300 g and contain thick, bright-red flesh with a flavor that intensifies after picking.

Brad, its creator, considers it one of the tastiest tomatoes he has selected.

The ripe fruit has a long shelf life on the plant, and can even be stored for a few weeks after harvest, enhancing its flavor. 
                                    These products may also be of interest to you

            
            
                Yellow Perfection - Yellow Mid-season Tomato
            
        
            
            
                Dix Doigts de Naples - Red Late Tomato
            
        
            
            
                Black Star - Black Mid-season Tomato
            
        
            
            
                Rostova Oxheart - Red Mid-season Tomato"
Chestnut Chocolate - Indigo Mid-season Tomato,"This hardy variety produces an abundance of round, indigo-tinted red fruits weighing 30 to 60 g. The flavor is fruity and sweet. The flavor is fruity. They have great storage capacity on the plant and after harvest.
This variety was developed by Brad Gates of Wild Boar Farms in Napa, California.
                                    These products may also be of interest to you

            
            
                Lime Green - Green Mid-season Tomato
            
        
            
            
                Orange Oxheart  - Orange Mid-season Tomato
            
        
            
            
                White Bush - White Mid-season Tomato
            
        
            
            
                Esmeralda Golosina - Green Mid-season Tomato"
Dark Queen - Variegated Mid-season Tomato,"This heat-adapted variety produces dense foliage and flattened, beefsteak-like fruit with variegated purple and metallic green stripes, weighing 200 to 500 g and with a fruity flavor.
It is very similar to ""Pink Berkeley Tie-Dye"", also developed by Brad Gates of Wild Boar Farms in Napa, California.
                                    These products may also be of interest to you

            
            
                Charlie Green - Green Mid-season Tomato
            
        
            
            
                Black From Tula - Black Mid-season Tomato
            
        
            
            
                Green Brandy - Green Mid-season Tomato
            
        
            
            
                Mango - Tomato"
Lucid Gem - Variegated Late Tomato,"This vigorous, heat-adapted variety produces a large number of ""beef-flesh"" fruits in a beautiful shade of yellow to indigo-tinged red. Their thick flesh offers a sweet, fruity flavor.

The fruits contain few seeds and keep very well.
                                    These products may also be of interest to you

            
            
                Stupice - Red Early Tomato
            
        
            
            
                Purple Perfect - Pink Late Tomato
            
        
            
            
                Gregory Altai - Pink Early Tomato
            
        
            
            
                Bulgarian Triumph - Red Mid-season Tomato"
Black And Brown Boar - Variegated Mid-season Tomato,"This variety, with its dense foliage, produces an abundance of reddish-brown, cordate fruit with bright metallic green stripes. The flesh is dark, thick and very juicy, with a rich, black-tomato-like flavor.
This variety was developed by Brad Gates, of Wild Boar Farms in California, from a mutation discovered around 2005 in a ""Green Zebra"" crop.
                                    These products may also be of interest to you

            
            
                King Humbert - Red Mid-season Tomato
            
        
            
            
                Zarianka - Pink Early Tomato
            
        
            
            
                Venus nipple - Tomato
            
        
            
            
                1884 - Pink Mid-season Tomato"
Michael Pollan - Green Mid-season Tomato,"This variety offers an abundance of pear-shaped, yellow-striped green fruits weighing 60-90 g. The flavor is much sweeter and less acidic than its relative, Green Zebra. The flavor is much sweeter and less acidic than its relative, ""Green Zebra"".
This is a variety developed by Brad Gates, of Wild Boar Farms in California, from a mutation discovered in a Green Zebra crop.
                                    These products may also be of interest to you

            
            
                Anna Russian - Tomato
            
        
            
            
                Tangerine - Orange Mid-season Tomato
            
        
            
            
                Costoluto Fiorentino - Red Mid-season Tomato
            
        
            
            
                Pastel Sleeves - Variegated Mid-season Tomato"
Blonde Boar - White Mid-season Tomato,"This highly productive variety produces 60-120 g fruits, pale yellow-white with green stripes.
Developed by Brad Gates of Wild Boar Farms in California.
                                    These products may also be of interest to you

            
            
                Moskvich - Red Early Tomato
            
        
            
            
                Aussie - Red Mid-season Tomato
            
        
            
            
                Green Zebra Arizona Hawai Strain - Green Mid-season Tomato
            
        
            
            
                Rostova Oxheart - Red Mid-season Tomato"
Pineapple Pig - Variegated Mid-season Tomato,"This variety offers fleshy fruits weighing around 400 g, creamy-yellow with pink streaks. The flavor is sweet.

Developed by Brad Gates of Wild Boar Farms in California.
                                    These products may also be of interest to you

            
            
                Yellow Perfection - Yellow Mid-season Tomato
            
        
            
            
                Verna Orange - Orange Mid-season Tomato
            
        
            
            
                Black Prince - Black Mid-season Tomato
            
        
            
            
                Venus nipple - Tomato"
Pink Furry Boar - Variegated Mid-season Tomato,"This variety offers an abundance of fleshy, peach-skinned, velvety-skinned fruits weighing 60-120 g. They are pink with yellow-orange stripes and have a sweet flavor. They are pink streaked with yellow-orange and have a mild flavor.
Developed by Brad Gates of Wild Boar Farms in California.
                                    These products may also be of interest to you

            
            
                Fireworks - Red Early Tomato
            
        
            
            
                Zogola - Red Mid-season Tomato
            
        
            
            
                White Tomesol - White Mid-season Tomato
            
        
            
            
                Handy Lady - Red Mid-season Tomato"
Red Furry Boar - Variegated Mid-season Tomato,"This variety produces an abundance of round, creamy-yellow marbled orange fruit with a firm, downy peach-skin skin. They have a sweet, slightly floury flavor.
                                    These products may also be of interest to you

            
            
                Pruden's Purple - Pink Mid-season Tomato
            
        
            
            
                Schilling Giant Oxheart  - Red Mid-season Tomato
            
        
            
            
                Nice Oxheart - Tomato
            
        
            
            
                Bear Claw - Pink Late Tomato"
Yellow Furry Boar - Variegated Mid-season Tomato,"This productive variety produces an abundance of fruit with a yellow skin marbled with pink and green, downy and peach-skinned. Their firm flesh reveals a delicious flavor, both sweet and delicate.
                                    These products may also be of interest to you

            
            
                Burbank - Red Mid-season Tomato
            
        
            
            
                Aunt Mary's Paste - Red Early Tomato
            
        
            
            
                Oaxacan Rose - Pink Mid-season Tomato
            
        
            
            
                Cherokee Green - Green Mid-season Tomato"
Triomphe de Liège - Red Mid-season Tomato,"This old variety produces clusters of 2 to 4 bright-red, round or slightly flattened fruits, weighing 90 to 150 g and with very thin skin. Their dense, not very juicy flesh is perfect for making coulis and sauces.
                                    These products may also be of interest to you

            
            
                Altaisky Urozajnij - Red Early Tomato
            
        
            
            
                Uralskij Mnogoplodnij - Red Mid-season Tomato
            
        
            
            
                Redfield Beauty - Pink Mid-season Tomato
            
        
            
            
                Alki Blue Blood - Indigo Mid-season Tomato"
Canestrino Di Lucca - Red Mid-season Tomato,"This very old variety produces red, pear-shaped fruits weighing around 250 g, with more or less contrasting veins. They have excellent keeping qualities.
                                    These products may also be of interest to you

            
            
                Perestroika - Red Early Tomato
            
        
            
            
                Sol Gold - Orange Early Tomato
            
        
            
            
                Redfield Beauty - Pink Mid-season Tomato
            
        
            
            
                Pineapple Blues - Variegated Mid-season Tomato"
Costoluto Di Chivasso - Red Mid-season Tomato,"This ancient variety, originally from Piedmont in Italy, produces beautiful flattened, ribbed, red fruits weighing 300 to 350 g. Suitable for fresh consumption in salads.
                                    These products may also be of interest to you

            
            
                Black Sea Man - Black Mid-season Tomato
            
        
            
            
                Cream Sausage - White Mid-season Tomato
            
        
            
            
                Early Sue - Variegated Mid-season Tomato
            
        
            
            
                Pineapple with Potato Leaves - Variegated Late Tomato"
Carbon - Black Mid-season Tomato,"This variety offers ""beefsteak""-type fruits, dark red-brown with a gray-black sheen, weighing 250 to 400 g and resistant to shattering. They have an exceptionally rich, fruity flavor. This is one of the blackest tomatoes.
                                    These products may also be of interest to you

            
            
                Glacier - Red Early Tomato
            
        
            
            
                June Pink - Pink Mid-season Tomato
            
        
            
            
                Green Velvet - Green Mid-season Tomato
            
        
            
            
                Azure - Red Mid-season Tomato"
Handy Lady - Red Mid-season Tomato,"This variety, which is not very sensitive to bursting, produces an abundance of fruit, 10 to 15 cm long, with a characteristic very pointed nipple and good shelf life.
Selected by Dylana Kapuler, it is extremely resistant to mildew.
                                    These products may also be of interest to you

            
            
                Lime Green - Green Mid-season Tomato
            
        
            
            
                Api Rouge - Red Mid-season Tomato
            
        
            
            
                Roma Paste - Tomato
            
        
            
            
                Sleeping Lady - Black Mid-season Tomato"
