Name,Image_URL,Description
Rocket Wild 'Selvatica',/media/images/1765_dbweb.jpg?1549350221,Rocket 'Selvatica' needs soil temperatures of around 20 degrees Celcius. Sow in a homogeneous seed bed with no large clumps of soil. This variety germinates slower than common rocket. It can also be grown as a baby leaf.
Rocket 'Esmee',/media/images/1760_dbweb-28.jpg?1724849890,"Rocket 'Esmée' has a peppery, but not bitter, nutty flavor. This variety was developed by De Bolster and is recognisable by its fine, incised leaves."
Fennel 'Fino',/media/images/1420_2.jpg?1549350221,"Fennel 'Fino' need generous watering, but has low susceptibility to pests and diseases. Fennel is sensitive to frost. Do not plant outdoors before early May for harvesting in August."
Fennel 'Géant Mammouth Perfection',/media/images/142544.jpg?1671011311,"Fennel 'Géant Mammouth Perfection' has big, round bulbs. For optimal growth, this plant needs good irrigation. Sow in April and plant out in May."
Fennel ‘Solaris F1’,/media/images/fennel_solaris-800x8007.jpg?1614699818,"Fennel 'Solaris F1' produces round bulbs that can be harvested quickly. This variety is hardly prone to dryness or woodiness, has a subtle aniseed flavor and a juicy texture."
Soy Bean Edamame 'Chiba Green',/media/images/1340-sojaboon-edamame-chiba-green4.jpg?1679902857,"Soya bean Edamame ‘Chiba Green’ is an early variety, producing a quick harvest. This soya bean has a pod with three large, dark-green beans each. They have a delicious, nutty flavour. A packet contains 50 grams which is sufficient for approximately 3m2."
Lettuce (Batavia) 'Blonde de Paris',/media/images/1840_dbweb.jpg?1549350221,"Batavia lettuce 'Blonde de Paris' has crispy, sweet leaves. This easy-to-grow variety is a type between regular and iceberg lettuce. It is is also suitable for cultivation as baby leaves."
Lettuce (Romaine) 'Little Leprechaun',/media/images/1780_dbweb.jpg?1549350221,"Lettuce 'Little Leprechaun' forms a loose head of upright, purple leaves. It is delicious braised and raw. This variety is also suitable for cultivation as baby leaves and is very easy to grow."
Lettuce (Loose-Leaf) 'Red Salad Bowl',/media/images/1835_dbweb.jpg?1549350221,"Oakleaf lettuce 'Red Salad Bowl' is easy to grow. Lettuce grows fast (6- 8 weeks), so it is important to transplant the plants early. The tender leaves taste sweet."
Lettuce (Loose-Leaf) 'Salad Bowl',/media/images/1833_dbweb.jpg?1549350221,"Oakleaf lettuce 'Salad Bowl' is a vigorous variety with sweet, tender and slightly curled leaves. This variety is suitable for baby leaves or cut-and-come-again production and has a long harvesting window."
Lettuce (Iceberg) 'Grazer Krauthauptel 2',/media/images/1845_dbweb.jpg?1549350221,"Iceberg lettuce 'Grazer Krauthäuptel 2' comes from the region around the city of Graz. It is not susceptible to bolting and has crispy, light green leaves with thin red edges. Also suitable as a baby leaf."
Lettuce (Iceberg) 'Saladin',/media/images/1850_dbweb.jpg?1549350221,"Iceberg lettuce 'Saladin' is not susceptible to bolting, but is less suitable for autumn cultivation. It can be grown as baby leaves. This iceberg lettuce forms medium sized heads with thick, crispy leaves."
Lettuce (Butterhead) 'Suzan',/media/images/1800_dbweb.jpg?1549350221,"Butterhead lettuce 'Suzan' forms a heavy head. It has little tendency to bolting and is suitable for cultivation in summer, or as baby leaves."
Lettuce (Butterhead) 'Victoria',/media/images/1790_dbweb.jpg?1549350221,"Twellose Gele' is a lettuce suitable for early cultivation, and late summer cultivation for baby leaves. This variety produces tender, yellow-green heads. It grows well in cold weather."
Lettuce (Butterhead) 'Marvel of Four Seasons',/media/images/1820_dbweb.jpg?1549350221,"Butterhead lettuce 'Marvel of Four Seasons' produces tender leaves and has an attractively shaped head. This variety performs reliably in spring, summer and autumn. It can also be cultivated as baby leaves."
Lettuce (Curly) 'Lollo Bionda',/media/images/1836_dbweb.jpg?1549350221,"Curly lettuce 'Lollo Bionda' forms a rosette of leaves instead of a head. The bright green, tender leaves are heavily incised. This curly lettuce can be grown as a baby leaf and for cut-and-come-again production."
Lettuce (Curly) 'Lollo Rossa',/media/images/1837_dbweb.jpg?1549350221,Curly lettuce 'Lollo Rossa' can already be sown under glass in March and outdoors from April. Lettuce tastes better if not too much fertiliser is applied.
Mesclun 'Salad Leaves',/media/images/1827_dbweb.jpg?1549350221,Mesclun 'Salad Leaves' can be grown from spring to late summer. We recommend harvesting when the young plants are about 10 cm high. Can be harvested up to three times.
Lettuce (Cut-and-come-again) 'Black Seeded Simpson',/media/images/1830_dbweb.jpg?1549350221,"The 'Black Seeded Simpson' cut-and-come again lettuce forms new leaves from the heart, straight after picking or cutting. This variety is also suitable for baby leaf cultivation."
Lettuce (Cut-and-come-again) 'Catalogna',/media/images/1832_dbweb.jpg?1549350221,"Catalogna' is a loose leaf, cut-and-come-again lettuce. This early variety is not susceptible to bolting and has long, deeply lobed, dark green leaves. It can also be grown for baby leaves."
Lettuce (Cut-and-come-again) 'Cocarde',/media/images/1831_dbweb.jpg?1549350221,"Cut-and-come-again lettuce 'Cocarde' is very tasty and vigorous. The beautiful, curly green leaves are long and have reddish-brown edges. This variety is also suitable for cultivation as baby leaves."
Garden Cress 'Cressida',/media/images/1980_dbweb.jpg?1549350221,Garden cress 'Cressida' is equally happy outdoors or growing year-round on the windowsill. The shoots have a spicy flavor and taste delicious raw. Also suitable as a baby leaf.
Mesclun 'Asian Mix',/media/images/1825_dbweb.jpg?1549350221,"Mesclun 'Asian Mix' is a delightful mixture of vegetable varieties that can be grown as 'baby leaf' vegetables: Pak Choi, Turnip, Tatsoi and several Leaf Mustard varieties. This mixture has a nice spicy flavour."
Parsnip 'Tender and True',/media/images/16305.jpg?1654850564,"Tender and True' is an easy-to-grow parsnip that tolerates frost well. The roots resemble carrots, but are white. Touching the plant in sunny weather can cause skin burns."
Root Parsley 'Halflange',/media/images/3210-wortelpeterselie6.jpg?1654675251,"Root Parsley 'Halflange' owes its name to the fact that the thick root is edible as well as the leaves. The plant produces smooth, dark green leaves. The roots are not hardy."
Runner Bean 'Emergo',/media/images/1200_dbweb.jpg?1549350221,"The highly productive runner bean 'Emergo' has good wind resistance and has little problems with pests and diseases. The plant produces white flowers and very long, thick green pods."
Runner Bean 'Lady Di',/media/images/1205_dbweb.jpg?1549350221,"The stringless, runner bean 'Lady Di' is purple with black seeds. The very robust, vigorous crop has beautiful flowers and pods of about 28-30 cm long."
Dwarf French Bean 'Compass',/media/images/1081_dbweb.jpg?1549350221,"Dwarf French Bean 'Compass' is an easy-to-pick 'haricot vert' type. Sow in rows from May to July. The crop with thin, dark green beans will be about 50 cm high."
Dwarf French Bean ‘Davis’,/media/images/1085_dbweb5.jpg?1702475126,"Dwarf French Bean 'Davis' is a French bean with long, uniform pods. This variety offers plants of 50 cm high and is specially developed for hand picking. This French bean is highly resistant to diseases and moulds. One packet contains 50 grams, which is sufficient for approximately 10 square meters."
Dwarf French Bean 'Dior',/media/images/12180.jpg?1688459301,"Dwarf French Bean 'Dior' produces straight pods, arranged neatly on the outside of the plant for easy picking. Sow from May to mid-July at the latest. The fine, beautiful yellow-green pods are 13-14 cm long."
Dwarf French Bean 'Domino',/media/images/1082_dbweb.jpg?1549350221,"Dwarf French Bean 'Domino' produces a wonderful, dark pod. The plant is about 50 cm high and has a high yield. The pods have a uniform set and a good length-to-thickness ratio."
Dwarf French Bean 'Dubbele witte zonder draad',/media/images/1080_dbweb.jpg?1549350221,Dwarf French bean 'Dubbele witte zonder draad' is quite insusceptible to mould in poor weather conditions. This French bean is very tasty and tender. Sowing can start from early May.
Dwarf French Bean 'Faraday',/media/images/1083_dbweb.jpg?1549350221,"Dwarf French Bean 'Faraday' has very fine, long, dark green pods. This commercial variety is highly productive. This type is suitable for both processing and the fresh market."
Dwarf Flat Bean 'Capitano',/media/images/1215_dbweb.jpg?1549350221,"Dwarf Flat Bean 'Capitano' can be used as a flat bean as well as a green bean. This variety produces straight pods with a uniform, yellow color."
Dwarf Flat Bean 'Nassau',/media/images/1195_dbweb.jpg?1549350221,"Dwarf Flat Bean 'Nassau' is best picked early while the pods are still tender. The flat, green pods grow to about 16 cm long. This variety is very strong. Sow in rows from early May to early June."
Climbing Bean 'Stokkievitsboon',/media/images/1180_dbweb.jpg?1549350221,Round-podded climbing bean 'Stokkievitsboon' is a robust plant. The beans resemble plover's eggs. Only the seeds are eaten. Pick the pods between the end of September and early October.
Climbing French Bean 'Cobra',/media/images/1172_dbweb.jpg?1654845594,"Climbing French Bean 'Cobra' gives a high yield and can be grown in greenhouses and outdoors. 'Cobra' is a fine, long green bean with slow seed development."
Climbing French Bean 'Mechelse Tros',/media/images/1160_dbweb.jpg?1549350221,"The round-podded, climbing bean 'Mechelse Tros' forms small clusters of pods. Grow this bean in a sheltered spot. Growing in a greenhouse usually produces higher yields."
Climbing French Bean 'Neckargold',/media/images/1171_dbweb.jpg?1549350221,The pods of climbing bean 'Neckargold' are tender and deep yellow. They grow to about 23-25 cm long. 'Neckargold' is a robust type suitable for growing in greenhouses and outdoors.
Climbing French Bean 'Neckarkönigin',/media/images/1170_dbweb.jpg?1549350221,"Climbing bean 'Neckarköningin' is happy growing in the greenhouse and outdoors. If grown outdoors, the plant prefers a sheltered location. This variety produces long, very fleshy pods."
Climbing bean 'Sunshine',/media/images/climbing_french_bean_sunshine_800x8006.jpg?1614699556,"The golden yellow, slender pods of climbing bean 'Sunshine' are up to 18 cm long. It can be pick until October, and so, has a high yield. Delicious, stringless pods."
Climbing Flat Bean 'Golden Gate',/media/images/1174_web6.jpg?1687509959,"The pods of climbing flat bean 'Golden Gate' are 24 mm wide and about 24-26 cm long. This variety is suitable for growing in greenhouses and outdoors. It produces yellow, stringless pods."
Climbing Flat Bean 'Helda',/media/images/1190_dbweb.jpg?1549350221,"Flat-podded climbing bean 'Helda' is the most widely grown variety outdoors. The broad, flattened pods are quite long. Pick these beans a few times a week to encourage growth."
Climbing Flat Bean 'Vitalis',/media/images/1176-14.jpg?1688468458,Climbing Flat Bean 'Vitalis' is suitable for both greenhouse and outdoor cultivation. The dark green pod is about 20 cm long. The somewhat slow growth produces excellent quality pods.
Dwarf Cape Gooseberry,/media/images/2080_dbweb.jpg?1549350221,"The yellow fruits of the Dwarf Cape Gooseberry have a taste reminiscent of pineapple. When the husks dry and become transparent, the fruit can be eaten as a sweet snack or used as a garnish on, for instance, cakes."
Pea 'Blauwschokker',/media/images/12205.jpg?1654809363,Peas of the 'Blauwschoker' variety have purple flowers and pods. Only the seeds can be consumed. Sow in a pot or directly in the soil from March .
Pea 'Eerste Vroege Mei',/media/images/1270_dbweb.jpg?1549350221,"Pea 'Eerste Vroege Mei' is a very productive pea with fine, round seeds. It is suitable for all soil types. Sowing can start in February, for transplanting outdoors in March."
Pea 'Senator',/media/images/129071.jpg?1654808478,"Senator' is a large, wrinkled pea. It is a vigorous and highly productive variety that has a slightly sweeter flavor. This variety needs support."
Snow Pea 'Grijze Roodbloeiende',/media/images/1330_dbweb.jpg?1549350221,"The 'Grijze Roodbloeiende' snow pea not only produces tasty pods, its red flowers look wonderful as well. Early sowing in March or April delivers the best results."
Snow Pea 'Hendriks',/media/images/13201.jpg?1654844616,Hendriks' is a snow pea with a long harvesting period. The older pods of this strong and reliable variety are slightly sweeter than the younger pods.
Snow Pea 'Heraut',/media/images/1310_dbweb.jpg?1549350221,Snow pea 'Heraut' resembles the better-known 'Record' variety. It produces slightly larger pods than other varieties. This variety needs support.
Snow Pea 'Sweet Horizon',/media/images/13053.jpg?1688460779,"Snow pea 'Sweet Horizon' produces relatively dark, predominantly stringless pods of 9-10 cm long and about 2 cm wide. This variety produces strong, healthy plants that can grow along supports."
Pea 'Kelvedon Wonder',/media/images/1240_dbweb.jpg?1549350221,"Kelvedon Wonder' is a pea that can be grown without support. This variety is very insusceptible to pests and diseases, so is attractive to grow. Sowing can start in February."
Snow Pea 'Norli',/media/images/1300_dbweb.jpg?1549350221,"The rather small snow pea 'Norli' can grow without support. This widely know, richly bearing variety develops a sweeter taste at a later stage of growth."
Popcorn Maize 'Cinema',/media/images/1938-popcornmais9.jpg?1680851232,Maize ‘Cinema’ contains a high amount of starch. This makes ‘Cinema’ a great maize for making your own popcorn. The maize kernels need to be completely dry before you can pop them. One packet contains enough seeds for app. 9m2. The plant spacing is 75x20 cm.
Summer Purslane,/media/images/20407.jpg?1654761613,Only sow summer purslane in warm enough weather. This quick-growing summer vegetable forms light green leaves. Mix seeds with sand to facilitate sowing. Also suitable as a baby leaf.
Radish 'Cherry Belle',/media/images/1730-web5.jpg?1654851339,Radish 'Cherry Belle' can be sown in the greenhouse from February or outdoors from March. This radish has good keeping quality. Cover the radish with mesh netting to prevent insect damage.
Radish 'French Breakfast 2',/media/images/1740-web5.jpg?1654853459,The cylindrical radish 'French Breakfast 2' is red with white tips. Cover the radish with mesh netting to prevent damage caused by cabbage fly larvae.
Radish 'White Icicle',/media/images/1745_dbweb.jpg?1549350221,"White radish 'White Icicle' is a fast growing, cylindrical variety. It has short leaves and the fruits can be harvested early in the season. Sow immediately and harvest after 3 to 5 weeks."
Radish 'Rudolf',/media/images/radish_rudolf-800x8006.jpg?1614699849,"Radish 'Rudolf' produces vibrant red radishes that are nicely-rounded and have a great crunch. This variety has dark, erect leaves, is traditionally crossed and grows as well as an F1 hybrid."
Black Radish 'Black Spanish Round',/media/images/1750-rammenas.png?1549350221,"Radish 'Black Spanish Round' grows on all soils with little fertiliser. This winter radish suffers less from cabbage fly larvae than, for example, summer varieties."
Scorzonera 'VRN-Enorma',/media/images/1770_dbweb.jpg?1549350221,"Black Salsify 'VRN-Enorma' grows best on uniform, well-loosened soil. It is best not to transplant the crop. This variety produces long, dark brown roots."
Mini-Plum Tomato 'Bolstar Baloe F1',/media/images/1941_dbweb.jpg?1549350221,'Bolstar Baloe F1' is a mini-plum tomato with single and double clusters. The fruits weigh about 21 grams and taste sweet. This variety is suitable for heated greenhouses or summer cultivation.
Cherry Tomato 'Bartelly F1',/media/images/1948_dbweb.jpg?1549350221,Cherry tomato 'Bartelly F1' is vigorous with strong-branched clusters of tomatoes. Highly productive and suitable for unheated greenhouses. The flavor is a delicious balance between sour and sweet.
Cherry Tomato 'Bronzy',/media/images/1956-30.jpg?1670251365,"Cherry Tomato 'Bronzy' produces juicy fruits that turn a distinctive, beautiful brown colour. This open-pollinated variety is resistant to mildew and can be grown in the greenhouse or outdoors. Space plants 90x50 cm apart."
Cherry Tomato 'Yellow Clementine',/media/images/1972_dbweb.jpg?1549350221,"The large clusters of cherry tomato ‘Yellow Clementine’ produce round, yellow fruits weighing 6-10 grams. Up to 100 tomatoes can be harvested per cluster! Support the stems."
Cherry Tomato 'Zuckertraube',/media/images/1970_dbweb.jpg?1549350221,"The 'Zuckertraube' cherry tomato is extremely vigorous. The fruits weigh around 15-25 grams and are slightly larger than other cherry tomatoes. The quite large vines produce sweet, tasty fruits."
Plum Tomato 'Bolstar Sensatica F1',/media/images/1943_dbweb.jpg?1549350221,Plum tomato 'Bolstar Sensatica F1' weighs about 80 grams. These tomatoes are not harvested until they are completely colored. Only then is the exceptionally great flavor at its best.
Snack Tomato 'Ormato',/media/images/1955_dbweb4.jpg?1660897867,Snack Tomato 'Ormato' is a tomato variety with orange fruits and a particularly delicious flavour. It is highly productive and can be grown under glass or outdoors. Sow in March and April and space 90x50 cm apart.
Round Tomato 'Bolstar Gimli F1',/media/images/1942_dbweb.jpg?1549350221,"Tomato 'Bolstar Gimli F1' has a good shelf life. The plant produces long clusters of fine, round fruits weighing 70-80 grams. The tomatoes can be picked loose or per cluster of 7 tomatoes."
Round Tomato 'Bolstar Granda',/media/images/1945_dbweb.jpg?1549350221,"Tomato 'Bolstar Granda' is highly productive and especially suitable for unheated greenhouses or polytunnels. This vigorous variety produces clusters of 5-10 fruits with a lovely, mild taste."
Round Tomato 'Green Zebra',/media/images/1975_dbweb.jpg?1549350221,"Tomato 'Green Zebra' produces slightly sour fruits that weigh about 100-120 grams. The fruits start light green with dark green stripes. When ripening, they turn yellow with green stripes. The flesh stays soft and bright green."
Round Tomato 'Matina',/media/images/1960_dbweb.jpg?1549350221,"'Matina' tomato plants form an open crop with foliage like potato leaves. This variety matures very early. The round, tasty tomatoes weigh about 60-80 grams."
Round Tomato 'Mirabelle Blanche',/media/images/1973_dbweb.jpg?1549350221,"Tomato 'Mirabelle Blanche' is a plant with white, transparent ivory and pink fruits. The trusses yield 6 to 9 tomatoes. Outdoor cultivation requires a sunny and sheltered place. One packet is for approximately 20m2, and the planting distance is 90x50 cm."
Round Tomato 'Tigerella Bicolore',/media/images/1974_dbweb.jpg?1549350221,"When unripe, 'Tigerella Bicolore' tomatoes are a light green and have dark green stripes. When these round fruits ripen, they turn red, striped with orange. The main stem needs support."
Beefsteak tomato 'Coeur de Boeuf',/media/images/1951-coeur-de-boeuf5.jpg?1633011685,"Beefsteak tomato 'Coeur de Boeuf' is a well-loved variety. It is a fast-growing crop that develops large to very large, heart-shaped fruits which its name refers to."
Beefsteak Tomato 'Marmande',/media/images/1950_dbweb.jpg?1549350221,"The relatively large 'Marmande' is a beefsteak tomato that can weigh between 120 and 150 grams. For outdoor cultivation, this slightly ribbed tomato performs best in a sunny, sheltered spot."
Eggplant 'Violetta Lunga 3',/media/images/1025_dbweb.jpg?1549350221,"Eggplant 'Violetta Lunga 3' can be sown from March to April at 20-25 degrees Celcius. It is an early variety with green stalks and fairly slender, dark purple fruits."
Spinach ‘Renegade F1’,/media/images/spinach_renegade-800x8002.jpg?1614699153,"Spinach 'Renegade F1' can be grown throughout the season. After 6 weeks, the spinach already has good leaf quality and aroma. This variety is also suitable for cultivation as baby leaves."
Spinach 'Early Giant Leaf',/media/images/1920_dbweb.jpg?1549350221,"Spinach 'Early Giant Leaf' is exactly what the name suggests. A fast growing variety, especially for early cultivation. Spinach is not very frost-sensitive, so it needs no cover."
Spinach 'Winter Giant',/media/images/1935_dbweb.jpg?1549350221,"Spinach 'Winter Giant' tolerates frost rather well. This makes it the classic spinach variety for winter cultivation. It has large, deep green leaves. Also suitable as a baby leaf."
New Zealand Spinach,/media/images/161035.jpg?1654764638,"New Zealand spinach looks very different to ordinary spinach. As the seeds germinate slowly and only at higher temperatures, it is best to sow this variety under glass in April."
Corn Salad 'Grote Noordhollandse',/media/images/1870_dbweb.jpg?1549350221,Corn salad 'Grote Noordhollandse' is very tolerant and can withstand frost. Suitable for autumn and winter cultivation. 'Grote Noordhollandse' has long leaves and can be grown as baby leaves.
Corn Salad 'Vit',/media/images/1880-dbweb.jpg?1549350221,"Corn salad 'Vit' is a variety that forms rosettes of short, dark leaves. It can be grown as baby leaves. The crop is very tolerant and can withstand frost."
Broad Bean 'Eleonora',/media/images/1210_dbweb.jpg?1549350221,"The commercial broad bean variety 'Eleonora' has long, shiny pods, is known for its high production and is not prone to damage by wind. Sowing can start from early March to mid April."
Broad Bean 'Ratio',/media/images/1212_dbweb.jpg?1549350221,"Ratio' is a broad bean with very attractive, well-filled pods. 'Ratio' is a tasty variety developed by De Bolster. It is ideal for freezing. Sow outdoors from March to mid April."
Sweet Corn 'Golden Bantam',/media/images/1940_2.jpg?1549350221,"Cobs of 'Golden Bantam' sweetcorn are best harvested on time and consumed immediately. The delicious, sweet taste will then be at its best. Over-fertilising will reduce the sweet flavor."
Sweet Corn 'My Fair Lady F1',/media/images/1939_dbweb.jpg?1549350221,Sweet corn 'My Fair Lady' grows to a height of about 160 cm. The very sweet tasting kernels have a soft texture.
Anise,/media/images/3015_dbweb.jpg?1549350221,Anise is a herb whose seeds are commonly used in the kitchen and also in herbal medicine. This annual herb has a very distinct flavor. It can be sown from April to June.
Cinnamon Basil,/media/images/3035_dbweb.jpg?1549350221,"Cinnamon Basil loves warmth, so grow it under glass or in a sunny, sheltered spot. This annual variety is green and produces purple stalks with medium-sized leaves."
Basil 'Dark Opal',/media/images/3030_dbweb.jpg?1549350221,"You can pick 'Dark Opal' leaves to use at once or dry first. This variety produces medium-sized, dark purple leaves. It needs a warm, sheltered spot."
Basil 'Genovese',/media/images/30208.jpg?1654690589,"The low-growing basil 'Genovese' is an annual plant with medium-sized leaves. This variety needs plenty of water, light, warmth and nutrients. The herb is very aromatic and ideal for making pesto."
Thai Basil,/media/images/3037_dbweb.jpg?1549350221,Thai Basil has deep purple stems and lovely pink-lilac flowers. It tastes sweet with a hint of aniseed. This basil can be dried or eaten fresh.
Bittercress,/media/images/3295_dbweb.jpg?1549350221,Bittercress is also known as barbarea. The leaves of this herb are used to season crudités. The plant grows to 10-20 cm in the first year and around 90 cm in the second year.
Borage,/media/images/3140_dbweb.jpg?1549350221,Borage leaves can be used in salads or stews. This annual herb is also known as starflower. It is an ideal plant to attract bees.
Caraway,/media/images/3120_dbweb.jpg?1549350221,"Because caraway is a biennial plant, it only flowers and produces seeds in the second year. In the first year, the plant produces a rosette of leaves."
Celery 'Gewone Snij',/media/images/3260_dbweb.jpg?1549350221,Celery 'Gewone Snij' has quite large leaves. This variety is less susceptible to Septoria leaf blotch. This widely used culinary herb germinates faster at higher soil temperatures.
Chervil 'Fijne Krul',/media/images/3130_dbweb.jpg?1549350221,"Chervil 'Fijne Krul' is a fairly hardy herb. In warm summer months, it is best to give it a shady spot. Use the leaves of this annual herb in soups, salads or sauces."
Chervil 'Massa',/media/images/3135_dbweb.jpg?1549350221,"Chervil 'Massa' prefers a semi-shaded spot, especially in the warmer months. This dark, flat chervil can be used in soups, salads and sauces, but add after cooking."
Chinese Chives,/media/images/3060_dbweb.jpg?1549350221,"Garlic chives need more warmth than common chives. However, the seeds need cold to germinate. This variety is perennial and shows regrowth after cutting."
Chives,/media/images/3040_dbweb.jpg?1549350221,Chives are a perennial herb and need cold to germinate. The best temperatures to sow chives are between 15 and 20 degrees Celcius. This variety shows regrowth after cutting.
Coriander,/media/images/3150_db-koriander.jpg?1549350221,"The seeds of the annual herb coriander turn brown around September and can then be harvested. Coriander is a very fragrant herb. If it is dried well, it can be used in various dishes and cakes."
Dill,/media/images/3090_dbweb.jpg?1549350221,Fragrant dill is often used in fish dishes. Dill can be planted throughout the garden to help combat aphids. The seeds are used to prepare sauerkraut or gherkins.
Fenugreek,/media/images/6020_dbweb.jpg?1549350221,Fenugreek is often used in veterinary medicine and its seeds are an important ingredient in curries. The seeds can also be used in chutney.
Red-veined Sorrel ‘Red Stripe’,/media/images/3315_web8.jpg?1675674785,The Red-veined Sorrel ‘Red Stripe’ is a very all-round herb for use in the kitchen. The leaf is fresh green with red veins and stem. Suitable for all types of soil.
Garden Sorrel,/media/images/3110_dbweb.jpg?1549350221,"The bushy hyssop produces leaves suitable for use, fresh or dried, in soups, meat dishes or teas. When in flower, hyssop attracts insects."
Hyssop,/media/images/3170_dbweb.jpg?1549350221,"Lavender is a perennial herb that prefers chalky soil and a sunny spot. This aromatic, bushy herb flowers from the second year onwards."
Lavender,/media/images/3080_dbweb.jpg?1549350221,"The lemon-scented leaves of lemon balm are mostly used to make tea. It is a perennial, hardy herb. Cut the leaves before flowering if you want to dry them."
Lemon Balm,/media/images/3160_dbweb.jpg?1549350221,"Lovage is a perennial herb, also known as the ‘Maggi plant’. Seed this herb in a moist spot. Lovage can cope well with some shade. It is often used in soups."
Lovage,/media/images/3190_dbweb.jpg?1549350221,"Marjoram is better known as oregano. Oregano has a low-growing, bushy habit. Sow indoors in April or outdoors in May. The stalk can be used fresh and dried."
Oregano,/media/images/3197_dbweb.jpg?1549350221,The name of Parsley 'Comun 3' derives from the fact that it is the standard variety that can be cut three times a season. Sow this annual crop in March or April.
Parsley 'Comun 3',,
Parsley 'Giant of Italy',/media/images/3195_dbweb.jpg?1549350221,"Parsley 'Giant of Italy' is used in many dishes. Parsley can be sown indoors in March, but the germination period is long (1-2 weeks). Sowing directly outdoors in April-June is also possible."
Parsley 'Moss Curled 2',/media/images/3200_dbweb.jpg?1549350221,"Parsley 'Moss Curled 2' is an annual herb, that shows good, constant regrowth. Leaves can be cut from the same plant for months. The lovely curly leaves make a great garnish."
Sorrel 'Green Blade',/media/images/3320_dbweb.jpg?1549350221,"Sorrel 'Green Blade' produces large leaves with a mild sour flavor. It is also called ""Garden Patience"" or Monk's Rhubarb. This perennial variety is used in salads or soups."
Sage,/media/images/3250_dbweb.jpg?1549350221,Sage leaves can be used fresh and dried. It is a well-known medicinal herb that can ease sore throats and help you sleep better. Sage is a perennial herb that flowers from the second year onwards.
Scurvy-grass,/media/images/3180_dbweb.jpg?1549350221,Scurvy grass produces leaves that are rich in vitamins. It is a biennial plant that forms a rosette of leaves. The plants are hardy and can be harvested throughout the autumn and in the winter.
Summer Savory,/media/images/3050_dbweb.jpg?1549350221,The leaves and young shoots of this bushy crop are harvested just before flowering. Summer savory is mildly spicy and suitable for drying.
Thyme 'German Winter',/media/images/3270_dbweb.jpg?1549350221,The leaves and stems of thyme can be used fresh and dried. This culinary and medicinal herb is often used in pasta dishes. Sow in March or April and plant out in May.
Summer Thyme,/media/images/3275_dbweb1.jpg?1579178181,Summer thyme is an essential ingredient in Mediterranean cuisine. This perennial culinary herb grows well but has limited winter hardiness. Tender stems and very aromatic leaves.
Chinese Chives - Sprouting Seeds,/media/images/chinese-bieslook-kiemgroente3.jpg?1604669581,It is best to use a special seed sprouter to grow garlic chives. Its delicious garlic flavor makes it an ideal garnish to complement a variety of dishes.
Broccoli - Sprouting Seeds,/media/images/kiemschaaltje-broccolikers4.jpg?1604669499,"Broccoli sprouting seeds contain very healthy nutrients and have a mild taste. Using a special seed sprouter, the sprouts can be eaten after just a week of growing."
Red Cabbage - Sprouting Seeds,/media/images/kiemschaaltje-rode-kool2.jpg?1632050264,Red cabbage sprouts have a high nutritional value and the pretty red and green sprouts are very decorative. This sprout has a true cabbage flavor and is easy to grow using a special seed sprouter.
Turnip - Sprouting Seeds,/media/images/9038-web-175.jpg?1625151643,"Turnip sprouting seeds produce sprouts with a fresh, mild taste. This easy-to-grow variety germinates quickly and can be harvested after about 5 days. Preferably germinate using a special seed sprouter."
Rocket - Sprouting Seeds,/media/images/kiemschaaltje-rucolakers7.jpg?1604669969,"Rocket cress produces sprouts that taste delicious in salads or as a garnish. They have a quite spicy, slightly nutty taste. They are very easy to grow using a special seed sprouter."
Sunflower - Sprouting Seeds,/media/images/9070-zonnebloem-web-14.jpg?1625152584,"Sunflower sprouts are a lesser known type of sprouts that can be used in salads or stir-fries. This sprout is very rich in vitamins and has a delicious, nutty taste. Extremely easy to grow using a special seed sprouter."
Garden Cress - Sprouting Seeds,/media/images/kiemschaaltje-tuinkers4.jpg?1604670077,Garden cress sprouting seeds contain mustard oil and taste delicious on bread or in salads. The young leaves and sprouts of this very popular vegetable are edible. Using a special seed sprouter is the best way to grow garden cress.
"Garden Cress, broadleaf - Sprouting Seeds",/media/images/9015_dbweb6.jpg?1660731244,"Garden cress, broad leaf sprouting seeds contain mustard oil and taste delicious on bread or in salads. The young leaves and sprouts of this very popular vegetable are edible. Using a special seed sprouter is the best way to grow garden cress."
Alfalfa - Sprouting Seeds,/media/images/kiemschaaltje-alfalfa3.jpg?1604669370,"Alfalfa sprouts taste wonderful with cheese or used as a garnish. This sprout has a mild flavor and, using a special seed sprouter, can be eaten after just a week of growing. Like all sprouts, Alfalfa prefers a sunny spot."
Basil - Sprouting Seeds,/media/images/9090_dbweb83.jpg?1617014485,"Basil spouting seeds are easy to grow using a special seed sprouter. The sprouts are often used to make pesto, but also taste delicious in Mediterranean, Thai or Indonesian dishes."
Green Peas - Sprouting Seeds,/media/images/9036-web-10.jpg?1625150345,"Green pea sprouting seeds make a super snack, but also taste great in salads or soups. These sprouts taste sweet. They can be harvested after about 2 weeks when the sprouts are 10-12 cm high."
Radish 'Daikon' - Sprouting Seeds,/media/images/9040-web-14.jpg?1625152145,"Daikon radish is used as a tasty addition to sauces, salads and sandwiches. Daikon is a quite spicy sprout with a fresh, mildly peppery flavor. Easy to grow using a special seed sprouter."
